57.983653,,
6.101241e-02,3.551716e-02,2.100636e-02
-4.281492e-02,3.400710e-02,2.368709e-02
-1.345091e-01,3.109404e-02,2.058039e-02
-9.672104e-02,2.935670e-02,1.880159e-02
-8.274417e-02,3.046137e-02,1.715646e-02
-1.513775e-02,3.165871e-02,1.954308e-02
4.213298e-02,3.794093e-02,2.029145e-02
7.062978e-02,5.202835e-02,2.534219e-02
4.168157e-02,5.315470e-02,2.584778e-02
2.071894e-01,4.372506e-02,2.208340e-02
1.270196e-01,3.288193e-02,1.775854e-02
5.955646e-02,3.031576e-02,1.646881e-02
1.499939e-01,3.530640e-02,1.978185e-02
1.524571e-01,3.620539e-02,1.922725e-02
4.303031e-02,3.667634e-02,1.947434e-02
7.038887e-03,3.627907e-02,2.077633e-02
1.496533e-01,4.004130e-02,2.235410e-02
-3.838773e-02,5.403387e-02,2.501332e-02
-4.096418e-02,6.250292e-02,2.366219e-02
-2.266012e-02,5.635383e-02,2.112486e-02
-8.367864e-02,4.278437e-02,2.020682e-02
-7.997961e-02,2.974333e-02,1.672826e-02
4.536013e-02,2.736523e-02,1.688724e-02
1.086900e-01,2.880402e-02,1.746380e-02
5.950389e-02,3.617327e-02,1.902298e-02
2.174013e-02,5.433475e-02,2.462367e-02
1.451695e-01,6.325381e-02,2.663356e-02
4.667954e-02,6.122602e-02,2.659145e-02
3.381191e-02,5.672125e-02,2.393106e-02
2.248509e-02,5.784770e-02,2.585871e-02
-2.908339e-02,6.380500e-02,3.002717e-02
-2.219596e-02,5.181926e-02,2.763518e-02
-2.639431e-02,3.519304e-02,1.778241e-02
-1.061622e-01,3.409361e-02,1.928960e-02
-3.092530e-02,3.846942e-02,2.011467e-02
4.319037e-02,4.832779e-02,2.080424e-02
2.990016e-03,5.405515e-02,2.407670e-02
-7.652022e-02,5.541212e-02,2.391662e-02
-1.381347e-01,5.504830e-02,2.303323e-02
1.011543e-03,5.619864e-02,2.368478e-02
1.073063e-01,5.723769e-02,2.312105e-02
-6.715280e-02,5.026534e-02,2.111080e-02
-1.375585e-02,4.104514e-02,2.184005e-02
1.035870e-01,3.054951e-02,2.038563e-02
1.064042e-01,3.117757e-02,1.776344e-02
1.006466e-01,3.350761e-02,2.009560e-02
3.115032e-02,3.499881e-02,1.759801e-02
2.641604e-02,3.727410e-02,2.103639e-02
1.327178e-03,3.863949e-02,1.744191e-02
2.798778e-02,4.609280e-02,2.159946e-02
4.041645e-02,4.584983e-02,2.151387e-02
2.164355e-02,4.422838e-02,2.130210e-02
1.770358e-02,3.851415e-02,2.011561e-02
6.262379e-02,3.222951e-02,1.998482e-02
-5.990064e-02,3.018094e-02,1.715738e-02
7.415414e-02,3.163969e-02,1.766107e-02
8.443545e-02,3.835602e-02,2.169991e-02
6.112951e-02,3.847523e-02,1.871462e-02
-4.348578e-02,3.376851e-02,1.775476e-02
-2.880542e-02,3.637330e-02,1.950152e-02
7.297819e-02,3.788921e-02,1.897226e-02
-4.882658e-02,3.664689e-02,1.943851e-02
-1.423282e-02,3.400819e-02,1.761392e-02
1.819081e-03,3.083672e-02,1.872883e-02
1.378757e-01,3.101420e-02,1.737474e-02
-6.158159e-02,3.537462e-02,1.871256e-02
-9.257498e-02,3.870422e-02,2.138820e-02
1.317242e-01,3.919281e-02,1.892252e-02
4.117330e-03,3.695682e-02,2.097079e-02
3.957839e-02,3.519075e-02,1.811139e-02
3.841468e-03,4.227541e-02,2.551104e-02
-4.066996e-02,3.835648e-02,2.178919e-02
8.920469e-02,3.398756e-02,2.094731e-02
8.282729e-02,3.338048e-02,2.178201e-02
5.355673e-02,3.713535e-02,2.396935e-02
1.659817e-02,4.255855e-02,2.165648e-02
2.592381e-02,4.734695e-02,2.258553e-02
7.190773e-02,4.681501e-02,2.526216e-02
-4.046864e-03,4.395942e-02,2.077821e-02
-1.357522e-01,4.181221e-02,2.113418e-02
-9.799403e-02,3.824088e-02,1.873316e-02
-4.372368e-02,3.094776e-02,1.856478e-02
-7.919747e-02,3.013046e-02,1.752223e-02
-1.046309e-01,3.358307e-02,1.886472e-02
-7.910904e-02,4.070331e-02,2.023175e-02
6.252240e-02,4.666891e-02,2.100667e-02
3.244341e-02,4.600975e-02,1.920825e-02
6.173828e-03,4.623839e-02,2.286906e-02
5.209485e-02,4.012838e-02,2.125516e-02
-2.336703e-02,3.750142e-02,2.006234e-02
3.683868e-02,3.294560e-02,2.105419e-02
3.316549e-02,2.934864e-02,2.067917e-02
-6.706344e-02,2.802714e-02,1.776650e-02
3.507605e-02,3.091609e-02,1.549513e-02
1.359962e-02,3.818280e-02,1.826109e-02
-5.911712e-02,4.238938e-02,2.134381e-02
-7.052360e-02,4.980202e-02,2.357239e-02
-3.422982e-02,6.116090e-02,2.588974e-02
2.615894e-02,6.424250e-02,2.885927e-02
-5.852023e-02,5.182992e-02,2.243862e-02
-5.159359e-02,4.203530e-02,2.069297e-02
2.838600e-02,3.917240e-02,1.921402e-02
-2.840320e-02,3.575609e-02,1.872381e-02
-5.245811e-02,3.454812e-02,2.053728e-02
3.823217e-02,3.688175e-02,2.227386e-02
-3.034266e-02,3.546537e-02,1.975177e-02
-4.482069e-02,4.284508e-02,2.007424e-02
6.881319e-03,6.468393e-02,2.751486e-02
-7.078807e-02,7.335195e-02,3.053195e-02
-1.320275e-02,5.800279e-02,2.537239e-02
4.238388e-03,4.101975e-02,2.031546e-02
2.267849e-01,3.554392e-02,1.825362e-02
5.927985e-02,4.736202e-02,2.457979e-02
1.956051e-03,9.345178e-02,9.350283e-02
-1.812402e-02,1.230884e-01,1.453741e-01
-2.337877e-02,9.673735e-02,1.037561e-01
-3.731715e-02,6.303262e-02,4.674012e-02
9.662132e-04,5.219538e-02,2.464925e-02
-9.936704e-02,5.251286e-02,2.401318e-02
-3.126965e-02,5.209923e-02,2.494675e-02
6.714126e-02,4.937932e-02,2.537415e-02
6.422065e-02,4.489217e-02,2.309922e-02
-3.260764e-02,3.674838e-02,1.866726e-02
1.291180e-01,3.184038e-02,1.804143e-02
1.087980e-01,2.841201e-02,1.856525e-02
-3.098589e-02,2.963855e-02,2.043333e-02
2.899530e-02,3.260258e-02,2.129714e-02
-3.462816e-02,3.590501e-02,1.956653e-02
-8.984939e-02,4.553096e-02,2.172711e-02
-1.015079e-01,5.172974e-02,2.683520e-02
-8.654759e-02,4.934017e-02,2.575426e-02
-9.570996e-02,4.493493e-02,2.308148e-02
6.642228e-03,4.124819e-02,2.239718e-02
1.057166e-01,3.267816e-02,1.962880e-02
-1.118685e-02,2.689797e-02,1.810331e-02
6.057604e-02,3.150300e-02,2.078083e-02
7.364350e-02,3.777578e-02,2.687119e-02
1.049950e-01,4.209314e-02,2.493154e-02
1.081824e-02,4.423984e-02,2.385817e-02
-1.125741e-01,4.567015e-02,2.300750e-02
-1.237805e-01,3.925704e-02,2.154686e-02
-2.321728e-01,3.291438e-02,1.935592e-02
-3.299047e-01,2.916097e-02,1.492151e-02
-1.629595e-01,2.963426e-02,1.699099e-02
-1.131722e-01,2.963716e-02,1.851665e-02
-6.681578e-02,3.035877e-02,1.952447e-02
-2.174433e-02,3.000533e-02,1.690837e-02
3.096417e-02,3.700865e-02,1.984025e-02
-8.560195e-03,4.383796e-02,2.417428e-02
-4.357792e-02,4.840317e-02,2.155448e-02
-1.857936e-01,4.789414e-02,2.227978e-02
-7.244777e-02,4.048842e-02,1.974493e-02
2.543065e-02,3.465110e-02,2.161045e-02
1.259201e-01,3.078537e-02,1.972077e-02
9.557603e-03,3.059289e-02,1.917923e-02
-8.046731e-02,4.166154e-02,2.630648e-02
-2.153773e-01,4.455046e-02,2.633369e-02
-1.182975e-01,3.981240e-02,1.990459e-02
1.255020e-01,3.668332e-02,2.102191e-02
1.017647e-01,3.695570e-02,2.273764e-02
1.167894e-02,4.369692e-02,2.117715e-02
3.783743e-02,4.627081e-02,2.058976e-02
-2.720631e-01,4.027253e-02,1.815531e-02
-9.669430e-02,3.359761e-02,1.822253e-02
-4.200412e-03,3.203995e-02,1.923623e-02
-1.654556e-02,3.206282e-02,2.047170e-02
1.835817e-01,4.401322e-02,2.329412e-02
-3.562642e-02,5.254042e-02,2.661829e-02
2.116326e-03,5.430098e-02,2.599351e-02
-1.196519e-02,5.146578e-02,2.322368e-02
-9.947760e-02,4.386410e-02,2.147903e-02
-1.586367e-01,5.053796e-02,2.215923e-02
-2.110400e-01,6.986942e-02,3.307154e-02
-1.374334e-01,5.822049e-02,2.834056e-02
-2.858516e-02,3.764665e-02,1.828885e-02
4.982514e-02,3.011897e-02,1.636415e-02
6.291160e-02,3.173723e-02,2.007093e-02
